id,TA,Indication,Generic,Brand,Firm
6285,Immunology,Psoriasis,calcipotriene,Calcipotriene,Novel Laboratories Inc
6286,Immunology,Drug Hypersensitivity Reactions,methylprednisolone,Methylprednisolone,Zydus Pharmaceuticals USA Inc
6286,Immunology,Juvenile Rheumatoid Arthritis,methylprednisolone,Methylprednisolone,Zydus Pharmaceuticals USA Inc
6286,Immunology,Pemphigus,methylprednisolone,Methylprednisolone,Zydus Pharmaceuticals USA Inc
6286,Immunology,Psoriasis,methylprednisolone,Methylprednisolone,Zydus Pharmaceuticals USA Inc
6286,Immunology,Rheumatoid Arthritis,methylprednisolone,Methylprednisolone,Zydus Pharmaceuticals USA Inc
6286,Immunology,Serum Sickness,methylprednisolone,Methylprednisolone,Zydus Pharmaceuticals USA Inc
6286,Immunology,Symptomatic Sarcoidosis,methylprednisolone,Methylprednisolone,Zydus Pharmaceuticals USA Inc
6287,Immunology,Hematopoietic Stem Cell Transplantation,busulfan,Busulfan,Mylan Inc
6288,Immunology,Heart Transplant Rejection,mycophenolate mofetil,Mycophenolate Mofetil,Hisun Pharmaceutical USA Inc
6288,Immunology,Kidney Transplant Rejection,mycophenolate mofetil,Mycophenolate Mofetil,Hisun Pharmaceutical USA Inc
6288,Immunology,Liver Transplant Rejection,mycophenolate mofetil,Mycophenolate Mofetil,Hisun Pharmaceutical USA Inc
6289,Immunology,Myasthenia Gravis,neostigmine methylsulfate,Neostigmine Methylsulfate,Fresenius Kabi USA LLC
6290,Immunology,Juvenile Rheumatoid Arthritis,methylprednisolone,Methylprednisolone,Sagent Pharmaceuticals Inc
6290,Immunology,Lupus Erythematosus,methylprednisolone,Methylprednisolone,Sagent Pharmaceuticals Inc
6290,Immunology,Pemphigus,methylprednisolone,Methylprednisolone,Sagent Pharmaceuticals Inc
6290,Immunology,Psoriasis,methylprednisolone,Methylprednisolone,Sagent Pharmaceuticals Inc
6290,Immunology,Rheumatoid Arthritis,methylprednisolone,Methylprednisolone,Sagent Pharmaceuticals Inc
6290,Immunology,Symptomatic Sarcoidosis,methylprednisolone,Methylprednisolone,Sagent Pharmaceuticals Inc
6290,Immunology,Systemic Lupus Erythematosus,methylprednisolone,Methylprednisolone,Sagent Pharmaceuticals Inc
6291,Immunology,Juvenile Rheumatoid Arthritis,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Amneal
6291,Immunology,Pemphigus,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Amneal
6291,Immunology,Rheumatoid Arthritis,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Amneal
6291,Immunology,Serum Sickness,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Amneal
6291,Immunology,Systemic Lupus Erythematosus,dexamethasone sodium phosphate,Dexamethasone Sodium Phosphate,Amneal
6292,Immunology,Rheumatoid Arthritis,etodolac,Etodolac,Amneal
6293,Immunology,Psoriasis,gentamicin sulfate,Gentamicin Sulfate,ACP Nimble Buyer Inc
6294,Immunology,Plaque Psoriasis,adalimumab biosimilar,Hyrimoz,Sandoz
6294,Immunology,Rheumatoid Arthritis,adalimumab biosimilar,Hyrimoz,Sandoz
6295,Immunology,Psoriasis,clobetasol propionate,Clobetasol Propionate,Rising Pharmaceuticals Inc
6296,Immunology,Juvenile Rheumatoid Arthritis,naproxen,Naproxen,InvaGen Pharmaceuticals Inc
6297,Immunology,Juvenile Rheumatoid Arthritis,methylprednisolone,Methylprednisolone,SunGen Pharma LLC
6297,Immunology,Pemphigus,methylprednisolone,Methylprednisolone,SunGen Pharma LLC
6297,Immunology,Psoriasis,methylprednisolone,Methylprednisolone,SunGen Pharma LLC
6297,Immunology,Rheumatoid Arthritis,methylprednisolone,Methylprednisolone,SunGen Pharma LLC
6297,Immunology,Serum Sickness,methylprednisolone,Methylprednisolone,SunGen Pharma LLC
6297,Immunology,Symptomatic Sarcoidosis,methylprednisolone,Methylprednisolone,SunGen Pharma LLC
6297,Immunology,Systemic Lupus Erythematosus,methylprednisolone,Methylprednisolone,SunGen Pharma LLC
6298,Immunology,Heart Transplant Rejection,tacrolimus,Hecoria,Sandoz
6298,Immunology,Kidney Transplant Rejection,tacrolimus,Hecoria,Sandoz
6298,Immunology,Liver Transplant Rejection,tacrolimus,Hecoria,Sandoz
6299,Immunology,Heart Transplant Rejection,tacrolimus,Tacrolimus,Sandoz
6299,Immunology,Kidney Transplant Rejection,tacrolimus,Tacrolimus,Sandoz
6299,Immunology,Liver Transplant Rejection,tacrolimus,Tacrolimus,Sandoz
6300,Immunology,Drug Hypersensitivity Reactions,Cortef,Solu Cortef,Pfizer Inc
6300,Immunology,Juvenile Rheumatoid Arthritis,Cortef,Solu Cortef,Pfizer Inc
6300,Immunology,Pemphigus,Cortef,Solu Cortef,Pfizer Inc
6300,Immunology,Psoriasis,Cortef,Solu Cortef,Pfizer Inc
6300,Immunology,Rheumatoid Arthritis,Cortef,Solu Cortef,Pfizer Inc
6300,Immunology,Sarcoidosis,Cortef,Solu Cortef,Pfizer Inc
6300,Immunology,Serum Sickness,Cortef,Solu Cortef,Pfizer Inc
6300,Immunology,Symptomatic Sarcoidosis,Cortef,Solu Cortef,Pfizer Inc
6300,Immunology,Systemic Lupus Erythematosus,Cortef,Solu Cortef,Pfizer Inc
6301,Immunology,Sarcoidosis,hydrocortisone acetate,Cortef,Pfizer Inc
6302,Immunology,Psoriasis,hydrocortisone valerate,Hydrocortisone Valerate,Lupin Ltd
6303,Oncology,Breast Cancer,paclitaxel,Paclitaxel,Teva
6304,Oncology,Pancreatic Cancer,gemcitabine hydrochloride,Gemcitabine,Accord Healthcare Inc
6305,Oncology,Malignant Neoplasms,ethacrynate sodium,Ethacrynate sodium,Par Pharmaceutical Inc
6306,Oncology,Chronic Myelocytic Leukemia,busulfan,Busulfan,Pharmascience Inc
6457,Neurology,Myoclonic Seizure,levetiracetam,Keppra,UCB Inc
6457,Neurology,Partial Seizure,levetiracetam,Keppra,UCB Inc
6457,Neurology,Tonic-Clonic Seizure,levetiracetam,Keppra,UCB Inc
6458,Infectious Disease,Malaria,ganaplacide,NA,Novartis
6486,Oncology,Hepatocellular Carcinoma,pembrolizumab,Keytruda,Merck
6486,Oncology,Hodgkin Lymphoma,pembrolizumab,Keytruda,Merck
6486,Oncology,Melanoma,pembrolizumab,Keytruda,Merck
6486,Oncology,Merkel Cell Carcinoma,pembrolizumab,Keytruda,Merck
6486,Oncology,Primary Mediastinal B-Cell Lymphoma,pembrolizumab,Keytruda,Merck
6486,Oncology,Squamous Cell Carcinoma,pembrolizumab,Keytruda,Merck
6487,Cardiology,Acute Coronary Syndrome,rivaroxaban,Xarelto,Johnson & Johnson
6488,Immunology,Plaque Psoriasis,ustekinumab,Stelara,Johnson & Johnson
6489,Gastroenterology,Ulcerative Colitis,vedolizumab,Entyvio,Takeda Pharmaceutical Co Ltd
6490,Metabolic Disorders,Type 1 Diabetes,empagliflozin,NA,Boehringer
6491,Oncology,Refractory Multiple Myeloma,daratumumab,NA,Johnson & Johnson
6491,Oncology,Relapsed Multiple Myeloma,daratumumab,NA,Johnson & Johnson
6492,Immunology,Plaque Psoriasis,apremilast,Otezla,Celgene Corp
6493,Oncology,Non-Small Cell Lung Cancer,dabrafenib mesylate + trametinib dimethyl sulfoxide,NA,Novartis
6494,Musculoskeletal Disorders,Non-Radiographic Axial Spondyloarthritis,ixekizumab,NA,Eli Lilly
6497,Oncology,Non-Small Cell Lung Cancer,ramucirumab,Cyramza,Eli Lilly
6498,Oncology,Non-Small Cell Lung Cancer,atezolizumab,Tecentriq,F. Hoffmann-La Roche Ltd
6499,Oncology,Metastatic Pancreatic Cancer,olaparib,Lynparza,AstraZeneca
6499,Oncology,Pancreatic Cancer,olaparib,Lynparza,AstraZeneca
6500,Musculoskeletal Disorders,Psoriatic Arthritis,guselkumab,Tremfya,Johnson & Johnson
6501,Cardiology,Cardiovascular Risk Factors,Ozempic,NA,Novo Nordisk
6502,Metabolic Disorders,Type 2 Diabetes,Ozempic,NA,Novo Nordisk
6503,Dermatology,Cellulite,collagenase clostridium histolyticum,Xiaflex,Endo Pharmaceuticals
6504,Respiratory,Asthma,fluticasone furoate + umeclidinium bromide + vilanterol trifenatate,Trelegy Ellipta,GlaxoSmithKline
6505,Oncology,Metastatic Breast Cancer,neratinib,NA,Puma Biotechnology Inc
6506,Gastroenterology,Non-Alcoholic Steatohepatitis,obeticholic acid,NA,Intercept Pharmaceuticals Inc
6507,Genetic Disorders,Nephropathic Cystinosis,cysteamine DR,NA,Horizon Pharma
6508,Oncology,Chronic Lymphocytic Leukemia,acalabrutinib,NA,AstraZeneca
6508,Oncology,Refractory Chronic Lymphocytic Leukemia,acalabrutinib,NA,AstraZeneca
6508,Oncology,Relapsed Chronic Lymphocytic Leukemia,acalabrutinib,NA,AstraZeneca
6509,Immunology,Graft Versus Host Disease,remestemcel-L,NA,Mesoblast Ltd
6510,Infectious Disease,Helicobacter pylori Infections,amoxicillin + omeprazole + rifabutin,TALICIA,RedHill Biopharma Ltd
6511,Cardiology,Atherosclerosis,bempedoic acid + ezetimibe,NA,Esperion Therapeutics Inc
6512,Metabolic Disorders,Heterozygous familial hypercholesterolemia,bempedoic acid + ezetimibe,NA,Esperion Therapeutics Inc
6512,Metabolic Disorders,Hypercholesterolemia,bempedoic acid + ezetimibe,NA,Esperion Therapeutics Inc
6513,Neurology,Post-Operative Pain,bupivacaine + meloxicam,NA,Heron Therapeutics Inc
6514,Metabolic Disorders,Type 2 Diabetes,empagliflozin + linagliptin + metformin,NA,Boehringer
6516,Neurology,Pain,promethazine + hydrocodone bitartrate + acetaminophen,NA,Charleston Laboratories Inc
6517,Ophthalmology,Wet Macular Degeneration,abicipar pegol,NA,Allergan
6518,Neurology,Pain,acetaminophen solution,NA,Altan Pharma Ltd
6520,Immunology,Rheumatoid Arthritis,adalimumab biosimilar,NA,Pfizer Inc
6521,Infectious Disease,Skin And Skin Structure Infections Caused By Bacteria,alalevonadifloxacin,NA,Wockhardt
6522,Gastroenterology,Pouchitis,alicaforsen sodium,Camligo,Atlantic Healthcare Plc
6523,Gastroenterology,Post Operative Nausea And Vomiting,amisulpride,Barhemsys,Acacia Pharma Ltd
6524,Immunology,Peanut Allergy,AR-101,Palforzia,Aimmune Therapeutics Inc
6525,Infectious Disease,Bacterial Vaginosis,astodrimer,VivaGel BV,Starpharma Holdings Ltd
6527,Oncology,Gastrointestinal Stromal Tumor,avapritinib,NA,Blueprint Medicines Corp
6528,Infectious Disease,Pulmonary Tuberculosis,bedaquiline fumarate,Sirturo,Johnson & Johnson
6529,Cardiology,Atherosclerosis,bempedoic acid,NA,Esperion Therapeutics Inc
6530,Metabolic Disorders,Hypercholesterolemia,bempedoic acid,NA,Esperion Therapeutics Inc
6530,Metabolic Disorders,Hyperlipidemia,bempedoic acid,NA,Esperion Therapeutics Inc
6531,Ophthalmology,Ocular Hypertension,bimatoprost SR,NA,Allergan
6531,Ophthalmology,Open-Angle Glaucoma,bimatoprost SR,NA,Allergan
6532,Neurology,Post-Operative Pain,bupivacaine hydrochloride SR,Posimir,DURECT Corp
6533,Metabolic Disorders,Post Menopausal Osteoporosis,calcitonin DR,Tbria,Tarsa Therapeutics Inc
6534,Metabolic Disorders,Organic Acidemia,carglumic acid ODT,Carbaglu,Recordati Corp
6535,Urinalogy,Urinary Tract Infections,cefiderocol sulfate tosylate,FETROJA,Shionogi Inc
6536,Infectious Disease,Pyelonephritis,cefiderocol sulfate tosylate,FETROJA,Shionogi Inc
6537,Neurology,Partial Seizure,Cenobamate,NA,SK Biopharmaceuticals Co Ltd
6538,Dermatology,Acne Vulgaris,clascoterone,Winlevi,Cassiopea SpA
6539,Neurology,Autism,CM-AT,LUMINENZ-AT,Curemark LLC
6540,Hematology,Hemophilia A,coagulation factor VIIa (recombinant),NA,LFB SA
6540,Hematology,Hemophilia B,coagulation factor VIIa (recombinant),NA,LFB SA
6541,Neurology,Local Anesthetic Effect,cocaine hydrochloride,Numbrino,Lannett Co Inc
6542,Cardiology,Vaso-Occlusive Crisis Associated With Sickle Cell Disease,crizanlizumab,NA,Novartis
6543,Neurology,Binge Eating Disorder,dasotraline,NA,Sunovion Pharmaceuticals Inc
6544,Immunology,Peanut Allergy,DBV-712,NA,DBV Technologies SA
6545,Neurology,Seizures,diazepam,Libervant,Aquestive Therapeutics Inc
6546,Neurology,Epilepsy,diazepam,Valtoco,Neurelis Inc
6550,Oncology,Metastatic Transitional Tract Cancer,enfortumab vedotin,NA,Astellas
6551,Neurology,Migraine,eptinezumab,NA,H. Lundbeck AS
6552,Neurology,Major Depressive Disorder,esketamine hydrochloride,Spravato,Johnson & Johnson
6554,Neurology,Dravet Syndrome,fenfluramine hydrochloride,FINTEPLA,Zogenix Inc
6555,Infectious Disease,Clostridium difficile Infections,fidaxomicin,Dificid,Merck
6556,Hematology,Febrile Neutropenia,filgrastim,NA,Kashiv BioSciences LLC
6557,Hematology,Febrile Neutropenia,filgrastim,Grastofil,Apobiologix
6559,Infectious Disease,"Influenza A Virus, H1N1 Subtype Infections",Fluzone QIV HD,Fluzone HD QIV,Sanofi
6559,Infectious Disease,"Influenza A Virus, H3N2 Subtype Infections",Fluzone QIV HD,Fluzone HD QIV,Sanofi
6559,Infectious Disease,Influenzavirus B Infections,Fluzone QIV HD,Fluzone HD QIV,Sanofi
6560,Dermatology,Rosacea,FMX-103,NA,Foamix Pharmaceuticals
6561,Neurology,Status Epilepticus,fosphenytoin,NA,Sedor Pharmaceuticals LLC
6562,Oncology,Prostate Cancer,FP-001,NA,Foresee Pharmaceuticals Co Ltd
6563,Neurology,Major Depressive Disorder,gepirone hydrochloride ER,Travivo,Fabre-Kramer Pharmaceuticals Inc
6564,Genetic Disorders,Acute Intermittent Porphyria,givosiran,NA,Alnylam Pharmaceuticals Inc
6564,Genetic Disorders,Hereditary Coproporphyria,givosiran,NA,Alnylam Pharmaceuticals Inc
6564,Genetic Disorders,Porphyria Variegata,givosiran,NA,Alnylam Pharmaceuticals Inc
6565,Neurology,Neuromyelitis Optica,inebilizumab,NA,Viela Bio Inc
6566,Immunology,Rheumatoid Arthritis,infliximab biosimilar,NA,Amgen Inc
6567,Oncology,Refractory Multiple Myeloma,isatuximab,NA,Sanofi
6567,Oncology,Relapsed Multiple Myeloma,isatuximab,NA,Sanofi
6568,Metabolic Disorders,Type 2 Diabetes,ITCA-650,NA,Intarcia Therapeutics Inc
6569,Neurology,Lennox-Gastaut Syndrome,lamotrigine,NA,Aucta Pharmaceuticals LLC
6569,Neurology,Partial Seizure,lamotrigine,NA,Aucta Pharmaceuticals LLC
6569,Neurology,Tonic-Clonic Seizure,lamotrigine,NA,Aucta Pharmaceuticals LLC
6570,Infectious Disease,Human Immunodeficiency Virus,leronlimab,NA,Cytodyn Inc
6571,Cardiology,Hypertension,levamlodipine,NA,CSPC
6572,Infectious Disease,Skin And Skin Structure Infections Caused By Bacteria,levonadifloxacin,NA,Wockhardt
6573,Neurology,Schizophrenia,lumateperone tosylate,NA,Intra-Cellular Therapies Inc
6574,Hematology,Anemia,luspatercept,NA,Acceleron Pharma Inc
6574,Hematology,Thalassemia,luspatercept,NA,Acceleron Pharma Inc
6575,Oncology,Myelodysplastic Syndrome,luspatercept,NA,Acceleron Pharma Inc
6576,Immunology,Plaque Psoriasis,MC-201,Wynzora,MC2 Therapeutics AS
6577,Infectious Disease,Neisseria meningitidis Infections,"meningococcal [serotypes A, C, W-135, Y] (tetravalent) vaccine",MenQuadfi,Sanofi
6578,Musculoskeletal Disorders,Psoriatic Arthritis,methotrexate,RediTrex,Cumberland Pharmaceuticals Inc
6579,Immunology,Juvenile Rheumatoid Arthritis,methotrexate,RediTrex,Cumberland Pharmaceuticals Inc
6579,Immunology,Psoriasis,methotrexate,RediTrex,Cumberland Pharmaceuticals Inc
6579,Immunology,Rheumatoid Arthritis,methotrexate,RediTrex,Cumberland Pharmaceuticals Inc
6580,Oncology,Transitional Cell Carcinoma,mitomycin SR,Mitogel,UroGen Pharmaceuticals Ltd
6581,Respiratory,Asthma,N-115,NA,EmphyCorp Inc
6581,Respiratory,Chronic Obstructive Pulmonary Disease,N-115,NA,EmphyCorp Inc
6581,Respiratory,Cystic Fibrosis,N-115,NA,EmphyCorp Inc
6581,Respiratory,Idiopathic Pulmonary Fibrosis,N-115,NA,EmphyCorp Inc
6581,Respiratory,Interstitial Lung Diseases,N-115,NA,EmphyCorp Inc
6584,Immunology,Hematopoietic Stem Cell Transplantation,narsoplimab,NA,Omeros Corp
6585,Cardiology,Thrombotic Microangiopathy,narsoplimab,NA,Omeros Corp
6586,Neurology,Parkinson's Disease,opicapone,NA,Neurocrine Biosciences Inc
6587,Metabolic Disorders,Pituitary ACTH Hypersecretion,osilodrostat phosphate,NA,Recordati Corp
6588,Neurology,Low Back Pain,oxycodegol phosphate,NA,Nektar Therapeutics
6588,Neurology,Pain,oxycodegol phosphate,NA,Nektar Therapeutics
6589,Neurology,Pain,oxycodone hydrochloride ER,Rexista,Intellipharmaceutics International Inc
6590,Ophthalmology,Ptosis,oxymetazoline hydrochloride,NA,Osmotica Pharmaceutical Corp
6591,Neurology,Relapsing Multiple Sclerosis,ozanimod,NA,Celgene Corp
6592,Oncology,Metastatic Breast Cancer,paclitaxel,Taclantis,Sun Pharma
6593,Immunology,Plaque Psoriasis,pefcalcitol,NA,Maruho Co Ltd
6594,Hematology,Febrile Neutropenia,pegfilgrastim,Lapelga,Apobiologix
6596,Hematology,Febrile Neutropenia,pegfilgrastim,Zioxtenzo,Sandoz
6598,Neurology,Sedation,remimazolam,NA,Cosmo Pharmaceuticals NV
6599,Infectious Disease,Human Immunodeficiency Virus,Remune,Remune,Immune Response BioPharma Inc
6600,Neurology,Amyotrophic Lateral Sclerosis,riluzole,Exservan,Aquestive Therapeutics Inc
6601,Neurology,Migraine,rimegepant,Zydis,Biohaven Pharmaceutical Holding Company Ltd
6602,Neurology,Bipolar Disorder,risperidone ER,Rykindo,Luye Pharma Group Ltd
6602,Neurology,Schizophrenia,risperidone ER,Rykindo,Luye Pharma Group Ltd
6603,Oncology,Chronic Lymphocytic Leukemia,rituximab biosimilar,Truxima,Celltrion Inc
6603,Oncology,Diffuse Large B-Cell Lymphoma,rituximab biosimilar,Truxima,Celltrion Inc
6604,Immunology,Granulomatosis with Polyangiitis,rituximab biosimilar,Truxima,Celltrion Inc
6604,Immunology,Microscopic Polyangiitis,rituximab biosimilar,Truxima,Celltrion Inc
6604,Immunology,Rheumatoid Arthritis,rituximab biosimilar,Truxima,Celltrion Inc
6605,Neurology,Migraine,rizatriptan benzoate ODF,Rizaport,IntelGenx Corp
6606,Genetic Disorders,DiGeorge Syndrome,RVT-802,NA,Enzyvant Sciences Ltd
6607,Cardiology,Cardiovascular Risk Factors,Rybelsus,NA,Novo Nordisk
6608,Neurology,Neuromyelitis Optica,satralizumab,NA,F. Hoffmann-La Roche Ltd
6611,Oncology,Soft Tissue Sarcoma,tazemetostat hydrobromide,NA,Epizyme Inc
6612,Ophthalmology,Graves' Ophthalmopathy,teprotumumab,NA,Horizon Pharma
6614,Cardiology,Chronic Heart Failure,torsemide ER,Soanz XR,Sarfez Pharmaceuticals Inc
6614,Cardiology,Resistant Hypertension,torsemide ER,Soanz XR,Sarfez Pharmaceuticals Inc
6615,Urinalogy,Chronic Kidney Disease,torsemide ER,Soanz XR,Sarfez Pharmaceuticals Inc
6616,Cardiology,Pulmonary Arterial Hypertension,treprostinil,Trevyent,SteadyMed Therapeutics Inc
6617,Genetic Disorders,Fatty Acid Biosynthesis Disorders,triheptanoin,NA,Ultragenyx Pharmaceutical Inc
6618,Neurology,Migraine,ubrogepant,NA,Allergan
6619,Infectious Disease,Ebolavirus Infections,V-920,ERVEBO,Merck
6620,Metabolic Disorders,Metabolic Acidosis,veverimer,NA,Tricida Inc
6621,Hematology,Sickle Cell Disease,voxelotor,voxelotor,Global Blood Therapeutics Inc
6622,Infectious Disease,Molluscum Contagiosum,VP-102,NA,Verrica Pharmaceuticals Inc
6623,Cardiology,Pulmonary Embolism,warfarin potassium,NA,Accu-Break Pharmaceuticals Inc
6623,Cardiology,Venous Thrombosis,warfarin potassium,NA,Accu-Break Pharmaceuticals Inc
6655,Oncology,Follicular Lymphoma,lenalidomide,Revlimid,Celgene Corp
6656,Oncology,Malignant Pleural Mesothelioma,nivolumab,NA,Bristol-Myers Squibb Co
6657,Oncology,Esophageal Cancer,nivolumab,Opdivo,Bristol-Myers Squibb Co
6657,Oncology,Gastroesophageal Junction Carcinomas,nivolumab,Opdivo,Bristol-Myers Squibb Co
6657,Oncology,Metastatic Renal Cell Carcinoma,nivolumab,Opdivo,Bristol-Myers Squibb Co
6657,Oncology,Recurrent Glioblastoma Multiforme,nivolumab,Opdivo,Bristol-Myers Squibb Co
6657,Oncology,Refractory Multiple Myeloma,nivolumab,Opdivo,Bristol-Myers Squibb Co
6657,Oncology,Relapsed Multiple Myeloma,nivolumab,Opdivo,Bristol-Myers Squibb Co
6658,Oncology,Gastric Cancer,nivolumab,Opdivo,Bristol-Myers Squibb Co
6659,Oncology,Muscle Invasive Bladder Cancer,nivolumab,NA,Bristol-Myers Squibb Co
6660,Oncology,Hepatocellular Carcinoma,pembrolizumab,Keytruda,Merck
6660,Oncology,Nasopharyngeal Cancer,pembrolizumab,Keytruda,Merck
6661,Oncology,Metastatic Biliary Tract Cancer,pembrolizumab,NA,Merck
6662,Immunology,Systemic Lupus Erythematosus,ustekinumab,Stelara,Johnson & Johnson
6663,Musculoskeletal Disorders,Polymyositis/Idiopathic Inflammatory Myopathy,abatacept,Orencia,Bristol-Myers Squibb Co
6664,Urinalogy,Chronic Kidney Disease,dapagliflozin propanediol,Farxiga,AstraZeneca
6665,Cardiology,Heart Valve Disease,macitentan,NA,Actelion
