id,Abstract_Title,Session_Title,Date,Trial Readouts,Clinical Trial Details,FDA Review Outcomes,Endpoints,KOL,New Entries,Recruitment status,Educational and Research,Disease Statistic,Treatment Details,Drug Application,Preclinical,Late-Breaking Abstracts
3412,Influence of radiation therapy on the outcome of T1-2N0M0 triple-negative breast cancer: A SEER population-based retrospective analysis.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3413,Time to surgery and overall survival after breast cancer diagnosis in a universal health system.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3414,HER2 cluster amplification as a factor of an especial sensitivity for anti-HER2 neoadjuvant therapy with biosimilar of trastuzumab in Russian women with breast cancer stage II-III.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3415,"Circulating cell-free DNA (ctDNA) assessments before, during, and after neoadjuvant therapy (NAC) in nonmetastatic inflammatory breast cancer (IBC).",Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3416,Oncotype recurrence score (RS) and discordance in patients with secondary invasive breast events (SIBE).,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3417,"Performance of Oncotype Dx test in patients with T1bN0, grade 1, hormone receptor-positive, HER2-negative breast cancer.",Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3418,Comparing the American Joint Committee on Cancer (AJCC) breast cancer staging eighth versus seventh edition and breast cancer biology in large databases.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3419,Use of treatment pathways reduce cost and decrease ED utilization and unplanned hospital admissions in patients (pts) with stage II breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3420,“Good Risk”: low-risk patients with ductal carcinoma in situ (DCIS) benefit from whole breast radiotherapy after breast conservation surgery (BCS)–long-term follow-up.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3421,Ultrasound-guided dual-localization for axillary nodes before and after neoadjuvant chemotherapy with clip and activated charcoal in breast cancer patients: A feasibility study.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3422,HER2-positive breast cancer: Combined <sup>18</sup>F-FDG PET and CGFL/Curie nomogram to predict pathologic complete response after preoperative chemotherapy with trastuzumab.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3423,Evaluation of immunotherapy (I-O)-associated immune cell (IC) dynamics and PD-L1 expression using multispectral immunohistochemistry (mIHC) and single-cell hierarchical regression modeling in early-stage breast cancer (ESBC).,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3424,Survival outcomes by hormone receptor expression in early-stage HER2-positive breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3425,Accelerated partial breast irradiation (APBI) using intensity modulated radiation therapy (IMRT) in stage 0-II breast cancer: A preliminary report of 57 cases.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3426,Oncotype DX score in hormone receptor-positive/HER2-positive breast cancer: A SEER analysis.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3427,Predictors of adjuvant chemotherapy for breast cancer patients with an intermediate Oncotype-DX score: A SEER-based population study.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3428,Six cycles of adjuvant anthracycline-taxane-based chemotherapy compared with eight cycles for women with breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3429,Bisphosphonate use in geriatric breast cancer patients on aromatase inhibitors in a rural population.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3430,Preoperative conventional axillary ultrasound (AUS) and sonoelastography (SE) for predicting axillary lymph node metastasis in breast cancer patients.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3431,tRNA-derived small RNA fragments (tRFs) as potential biomarkers for doxorubicin resistance in breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3432,Impact of serum vitamin D on the response and the prognosis in breast cancer patients treated with neoadjuvant chemotherapy.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3433,Chemotherapy-associated lipid changes in breast cancer patients: A retrospective analysis from a high-volume institution in China.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3434,Pathologic complete response and serial circulating tumor cell monitoring during neoadjuvant therapy in nonmetastatic triple-negative breast cancer patients.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3435,The prognostic role of the androgen receptor in patients with triple-negative early breast cancers and primary surgery.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3436,Oncotype DX DCIS use and clinical utility: A SEER population-based study.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3437,Evaluation of androgen receptor expression in core needle biopsies and clinico-pathological factors in primary breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3438,The role of stromal tumor infiltrating lymphocytes (sTILs) as a predictive biomarker for carboplatin-based neoadjuvant chemotherapy (NACT) in triple-negative breast cancer (TNBC).,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3439,Survival and recurrence of breast cancer patients with pathologic complete response after neoadjuvant chemotherapy.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3440,"Are elderly breast cancer patients offered appropriate therapy i.e. surgery, chemotherapy, radiation, and endocrine therapy, in a rural population?",Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3441,Intraoperative radiotherapy in early-stage breast cancer: Multidiciplinary management and analysis of outcome.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3442,Automated artificial intelligence quantification of fibroglandular tissue on breast MRI.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3443,Outcomes of Hispanic/Latino women with triple-negative breast cancer who achieve a  complete pathologic response after neoadjuvant chemotherapy.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,Is it possible to predict the prognostic values of Oncotype Dx using the results of web-based mathematical prognostic value models?,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3445,Effectiveness of scalp cooling in reducing chemotherapy-induced alopecia: A single center prospective study in Lebanon.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3446,NOTCH3 expression in metastatic TNBC cells.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,Circulating tumor cells in patients with locally advanced breast cancer in evaluation of antitumor treatment efficacy.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3448,Phase II study of preoperative chemotherapy versus standard postoperative chemotherapy in HR-negative HER2-positive breast cancer patients.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
3449,Real-world evidence regarding the efficacy and toxicity of neoadjuvant trastuzumab and pertuzumab in the management of HER2-positive early-breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3450,"Weight change after (neo)adjuvant chemotherapy in a cohort of breast cancer survivors: Trends by race, hormone positivity, and chemotherapy regimen.",Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3451,Sequential versus concurrent use of chemotherapy and endocrine therapy in the adjuvant treatment of ER-positive breast cancer: A systematic review and Bayesian network meta-analysis.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3452,The diagnostic accuracy of 12-point core biopsy of a tumor bed compared to the study of surgically obtained breast tissue in patients with locally advanced triple-negative or HER2-positive breast cancer after neoadjuvant systemic and targeted therapy.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3453,Clinical value of CTC in predicting the efficacy of treatment in breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3454,"Neoadjuvant chemotherapy with docetaxel, carboplatin and biosimilar trastuzumab in Her2-positive early breast cancer.",Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3455,Doxorubicin response prediction in neoadjuvant breast cancer therapy.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3456,Correlation analysis of radiotherapy and prognosis of elderly patients with hormone receptor-positive breast cancer in different immunohistochemical subtyping.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3457,Does the time to initiate adjuvant chemotherapy effect outcome in patients with breast cancer? A National Cancer Database-based retrospective analysis.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3458,Cardioprotection in patients with cancer undergoing chemotherapy: A network meta-analysis.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3459,Clinical utility of SERUM extracelullar domain of HER2 receptor (ECD) in HER2-positive breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3460,"Impact of discordance in estrogen receptor, progesterone receptor, and Ki-67 after neoadjuvant chemotherapy in breast cancer on survival.",Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3461,Decisions on adjuvant chemotherapy for patients with breast cancer based on clinical and evolving Oncotype DX criteria.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3462,The CYP2C19 rs4917623 single nucleotide polymorphism to predict tamoxifen efficacy in estrogen receptor-positive breast cancer patients.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3463,Four versus six cycles of docetaxel and cyclophosphamide in early breast cancer.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3464,Comparative efficacy of neoadjuvant to adjuvant chemotherapy for the treatment of early-stage HER2 negative breast cancer: A population-based analysis.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3465,Assessing adherence to hormone therapy (HT) in breast cancer (BC) patients receiving care at BC unit in a Uruguayan university of Hospital de Clínicas.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3466,The treatment option of progressive disease in breast cancer during neoadjuvant chemotherapy: A single-center experience.,Publication Only: Breast Cancer—Local/Regional/Adjuvant,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3467,Real-world evidence evaluating the use of single versus combination chemotherapy in salvage therapy for metastatic breast cancer.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3468,Learning from every patient: Real-world clinical outcomes of patients with metastatic triple-negative breast cancer treated in the community oncology setting.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,1,0,0,0,0,0,0,0,0,0,0,0
3469,Asymptomatic versus symptomatic metastatic breast cancer: Potential effects on prognosis and treatment strategies.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3470,Effect of RNA-binding protein MSI2 deficiency on progression in triple-negative breast cancer via stabilizing TP53INP1.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3471,Chronobiological features of melatonin receptors (MT1) expression in breast cancer cells.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3472,Nab-pa<U+0441>litaxel (Nab-P) in patients with metastatic breast cancer (mBC) with visceral crisis (VC): Efficacy and tolerability.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3473,Real-world evidence evaluating the use of an NK-1 antiemetic in the systemic chemotherapy treatment of metastatic breast cancer.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3474,17-ß estradiol promotes autophagy and induces cellular senescence in breast cancer cells.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3475,Changing trends in HER-2 neu positive breast cancers in women: A study by a medical student and his preceptor.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3476,Pathological and genetic aggressiveness of left-sided breast cancer.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3477,The relationship of lncRNA NR2F1 and breast cancer angiogenesis via IL-8/lncRNA NR2F1/miR-200s/IL-8 loop.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3478,"Prognostic values of cell free DNA, CA 15.3, and ESR1 circulating mutations variations in hormone receptor (HR)-positive metastatic breast cancer (MBC) patients under aromatase inhibitor (AI).",Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3479,Genome-wide chromosomal instability by cell-free DNA sequencing to predict patient survival in metastatic breast cancer.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3480,Progression-free survival as a predictor of overall survival in patients with advanced breast cancer: A real-world study from the China National Cancer Center.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,1,0,0,0,0,0,0,0,0,0
3481,Acquired NF2 mutations confer resistance to HER2 targeted therapy in HER2-mutant breast cancer.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3482,[18F] Fluorodeoxyglucose positron emission (FDG-PET) in breast cancer: Clinical utility in neoadjuvant and metastatic setting.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3483,Searching for a link between Ki-67 values and HER2 absence in 297 patients with triple-negative breast cancer.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3484,Tumor pathological and immunological changes in HER2+ metastatic breast cancer (MBC) following trastuzumab combined with expanded and activated autologous natural killer (NK) cell infusion.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3485,Histological growth pattern as a potential prognostic factor in patients operated for breast cancer liver metastases.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3486,Sarcoidosis as a paraneoplastic syndrome for breast cancer.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3487,CDK4/6 inhibitors in advanced hormone receptor-positive/HER2-negative breast cancer: A network meta-analysis (NMA) of randomized controlled trials (RCTs).,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3488,Clinical value of Ki67 in risk-stratifying HR-positive breast cancer.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
3489,Selected reaction monitoring mass spectrometry (SRM-MS) evaluation of HER2 equivocal breast cancer.,Breast Cancer—Metastatic: Publication Only,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,0,0
