Abstract_Title,Clinical Trial Details,Date,Disease Statistic,Drug Application,Educational and Research,Endpoints,FDA Review Outcomes,KOL,Late-Breaking Abstracts,New Entries,Preclinical,Recruitment status,Relevance,Session_Title,Treatment Details,Trial Readouts,id,Priority
Clinical significance of pathogenic variants in germline <em>BRCA</em> wild type patients at risk for hereditary breast cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3620,Ignore
Validation of a comprehensive cancer genomic profiling assay based on massively parallel DNA sequencing.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3621,Ignore
A pharmacogenetic analysis of peripheral sensory neuropathy related to administration of taxanes in breast cancer patients.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3622,Ignore
Results of NGS panel of hereditary breast and ovarian cancer in Lebanese women.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3623,Ignore
The targetable mutation landscape of Chinese patients with non-small cell lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3624,Ignore
Discovering HPV16 and HPV18 infection status and cancer gene variations in cervical cancer patient specimens by using Next-generation sequencing.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3625,Ignore
Screening of differentially expressed genes of esophageal squamous cell carcinoma with cDNA microarray.,0,31-05-2019,0,0,1,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3626,Low
Diagnostic accuracy of the Videssa protein-based liquid biopsy for breast cancer in suspicious mammography.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3627,Ignore
A new method towards calculating the cancer cell fraction in cell-free DNA.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3628,Ignore
Germline mutation PTCH2 1172-1173delCT in Chinese population with early-onset breast cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3629,Ignore
Differences in MSI phenotype between cancer types using a new PCR-based pan-cancer biomarker panel.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3630,Ignore
Specific clonal expansion at disease progression (PD) in solid cancers pinpointed by cell free DNA analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3631,Ignore
Features of adolescent and young adult cancer patients in Japan.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3632,Ignore
Angiotensin converting enzyme inhibitors use and development of lung cancer: A systematic review and meta-analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3633,Ignore
"Thank you, next: The impact of next-generation sequencing in clinical decision making.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3634,Ignore
Colorectal cancer: Improving screening in a rural clinic.,0,31-05-2019,0,0,1,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3635,Low
"HPV test self collection versus CO-testing (2015-2018): New experience in a screening program in a northern province of Argentina, Tucumán.",0,31-05-2019,0,0,1,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3636,Low
MUC16 germline mutations may predispose inherited cancer family members to lung adenocarcinomas.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3637,Ignore
Clinical insights for hematological malignancies from an artificial intelligence decision-support tool.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3638,Ignore
RAS activation and CDKN2A deletion to predict prognosis in cancer of unknown primary.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3639,Ignore
Germline DNA damage repair gene alterations in Chinese prostate patients: More than HRR and MMR.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3640,Ignore
"Comprehensive germline panel testing across cancer types: Diagnostic yield and clinical utility in 100,000 patient dataset.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3641,Ignore
"Metformin, aspirin and statin and risk of cancer: A population-based study in Thailand.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3642,Ignore
Use of computer algorithms in the electronic health record to identify and triage primary care patients for hereditary evaluation.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3643,Ignore
Screening of colorectal cancer (CRC) patients for lynch syndrome (LS) emphasizes the need for public insurance coverage of genetic testing: Results of a national program by the Hellenic Society of Medical Oncology (HeSMO).,0,31-05-2019,0,0,1,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3644,Low
Association of leisure time physical activity with breast cancer risk and breast cancer sub-types in Nigerian women.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3645,Ignore
Assessment of breast cancer risk in BRCA carriers with ovarian cancer: Evaluation of data from longitudinal observation.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3646,Ignore
"Protamine sulfate may prevent infections by pathogens that require heparan sulfate proteoglycan interactions, including high- and low-risk Human Papillomaviruses and <em>Chlamydia trachomatis.</em>.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3647,Ignore
Confirmation of germline variants identified by tumor testing: A population-based study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3648,Ignore
Landscape of multilocus inherited neoplasia alleles syndrome in China.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3649,Ignore
Detect and visualize tumor microsatellite instability status from next-generation sequencing data by simulating PCR techniques.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3650,Ignore
"Characteristics, treatment patterns, and survival from three cohorts of advanced or metastatic cancer patients using healthcare claims data in the United States.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3651,Ignore
Risk factors associated with a second primary lung cancer (SPLC) in patients (pts) with a previous initial primary lung cancer (IPLC).,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3652,Ignore
Genomic alteration features of six cancers and their correlation with clinical characters using the next generation sequencing.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3653,Ignore
Do genetic testing criteria identify individuals with Lynch syndrome prior to cancer diagnoses?,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3654,Ignore
Integrated genomics-based approach to identify new therapeutic targets and cancer biomarkers for lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3655,Ignore
An optimized workflow for a fast molecular diagnosis of non-small cell lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3656,Ignore
An EGFR extracellular domain mutation data in the East Asian non-small cell lung cancer populations and response to icotinib: A multicenter study.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3657,Ignore
Prevalence and clinicopathological factors of the EGFR mutation status of Vietnamese non-small cell lung cancer patients.,0,31-05-2019,1,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3658,Low
A retrospective study of mortality among teenage and young adult (TYA) cancer patients in India.,0,31-05-2019,1,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3659,Low
Geographic variation in the incidence of marginal zone lymphoma (MZL) subtypes and infectious risk factors.,0,31-05-2019,1,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3660,Low
Risk of arterial thromboembolic events (ATEs) with tyrosine kinase inhibitors (TKIs) used in renal cell carcinoma: A systematic review and meta-analysis.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3661,Ignore
Adverse events following the use of immune checkpoint inhibitors: An analysis of the WHO VigiAccess database.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3662,Ignore
Germline <em>EGFR</em> mutation and cancer predisposition in adolescent and young adult (AYA) females with adrenocortical carcinoma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3663,Ignore
A multi-institutional investigation assessing prevalence of germline genetic alterations in Chinese patients with gastric carcinoma.,0,31-05-2019,1,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3664,Low
Racial and ethnic disparities in clinical presentation and prognosis of conjunctival cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3665,Ignore
Germline analysis of DNA-damage repair genes in men with advanced prostate cancer in comparison to women with breast cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3666,Ignore
Influenza and mortality for non-small cell lung cancer.,0,31-05-2019,1,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3667,Low
The association between volumetric breast density and breast cancer subtypes among women newly diagnosed with breast cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3668,Ignore
Pathogenic germline mutation hotspots in east Asian cancer genomes.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3669,Ignore
Incidence and characteristics of cancer-associated thrombosis in a racially diverse population: A population-based study.,0,31-05-2019,1,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3670,Low
Epidemiology and survival of lung cancer in a Latin American cohort.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3671,Ignore
"Breast Cancer Cases in a Surveillance Program: Report from the Hereditary Department at South General Hospital, Sweden.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,1,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3672,Ignore
Improving access to genetic counseling services in an adolescent and young adult (AYA) clinic.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3673,Ignore
Interim analysis of the data of non-interventional study to determine the prevalence of EGFR mutations in advanced NSCLC Russian patients (ORTUS).,0,31-05-2019,1,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3674,Low
Germline genetic testing in ovarian cancer patients: Identifying barriers to care and opportunities for improvement.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3675,Ignore
Gender differences in relative survival among patients with primary peritoneal carcinoma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3676,Ignore
"Demographic characteristics of smoldering multiple myeloma patients: A hospital-based study including 11,643 patients.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3677,Ignore
"Enhancing access to genetic cancer risk assessment (GCRA) in Monterrey, Mexico: The beginning of a prevention program.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3678,Ignore
BRCA1/2 germline mutations and response to PARP inhibitor treatment in lung cancer.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3679,Ignore
Alteration of TGF-ß signaling pathway predicts worse prognosis in pancreatic ductal adenocarcinoma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3680,Ignore
Temporal trend of microbiological profiles among patients with bloodstream infections: A comparison between cancer and noncancer patients in a nationwide database.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3681,Ignore
Predictive molecular tumor response through circulating DNA (cDNA) measurements and correlation with established prognostic markers in a series of solid tumors treated with multitargeted epigenetic therapy (MTET).,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3682,Ignore
Psychosocial and clinical factors of probands impacting intrafamilial disclosure and uptake of genetic testing in families with BRCA1/2 or MMR gene mutations.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3683,Ignore
Pathogenic germline mutation profile in Chinese lung cancers and related-driver mutation pattern.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3684,Ignore
Lung cancer: Improving screening in rural clinic.,0,31-05-2019,0,0,1,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3685,Low
HIV associated head and neck cancers in an inner-city minority population.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3686,Ignore
"SeqPlus sequencing methodology enables robust whole-genome sequencing, true variant detection, and novel genomic insights from archival esophageal carcinoma FFPE samples.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,"Cancer Prevention, Hereditary Genetics, and Epidemiology: Publication Only",0,0,3687,Ignore
Spine stereotactic radiosurgery as a promising modality in patients with metastatic hepatocellular and cholangiocarcinoma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Central Nervous System Tumors: Publication Only,0,0,3688,Ignore
Impact of next-generation sequencing (NGS) in patients with high grade glioma.,0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Central Nervous System Tumors: Publication Only,0,0,3689,Ignore
"Effect of a novel long-acting interleukin-7 agonist, NT-I7, on survival in mouse models of glioma.",0,31-05-2019,0,0,0,0,0,0,0,0,0,0,0,Central Nervous System Tumors: Publication Only,0,0,3690,Ignore
