Abstract_Title,Session_Title,Date,Relevance,Priority
One New Indication Per Week  Handling Information Overload,Keynote Lecture,"May 31, 2019",0,Not Relevant
PARP Inhibitors for BRCA Patients: Talazoparib and Olaparib,FDA Approvals and Their Incorporation into Clinical Practice,"May 31, 2019",0,Not Relevant
BRAF/MEK Inhibitors: Encorafenib and Binimetinib for Melanoma,FDA Approvals and Their Incorporation into Clinical Practice,"May 31, 2019",0,Not Relevant
Walk This Way: Wearable Devices and Remote Monitoring of Oncology Patients Outside the Healthcare Environment,Walk This Way: Wearable Devices and Remote Monitoring for Patients With Cancer,"May 31, 2019",0,Not Relevant
How Can We Overcome TKI Resistance in EGFR-Mutant NSCLC?,EGFR and ROS1: Targeting Resistance,"May 31, 2019",0,Not Relevant
Developing a Functioning Multidisciplinary Team That Shares Established Best Practice and Delivers Innovation Within the Cancer Care Continuum,Improving Quality of Care and Patient Outcomes by Maximizing the Efficiency of the Oncology Team,"May 31, 2019",0,Not Relevant
Closing the Gap: Knowledge Gaps and Interpreting Current Data in the Era of Novel Imaging  Medical Oncologist,The Evolving Role of PSMA-Based Diagnostics and Therapeutics in Prostate Cancer,"May 31, 2019",0,Not Relevant
Role of Geriatric Assessment in Newly Diagnosed Multiple Myeloma,Geriatric Assessment in the Management of Multiple Myeloma,"May 31, 2019",0,Not Relevant
Next Generation Immunotherapy: Immunocytokines and Oncolytic Viruses,Moving Forward: Beyond Immune Checkpoint Inhibitors,"May 31, 2019",0,Not Relevant
How to Use Hypomethylating Agents in Combination Therapy,Do We Know How to Use Hypomethylating Agents in Myeloid Disorders?,"May 31, 2019",0,Not Relevant
Clinical Benefit and Quality of Life Associated with Approved Drugs,Point/Counterpoint: Does the Bar for Oncology Drug Approval Affect Quality of Care/Life?,"May 31, 2019",0,Not Relevant
Primary Care Panelist,Bringing the Primary Care Physician Back Into Cancer Care,"May 31, 2019",0,Not Relevant
Choosing a Mentor and Obtaining Letters of Support,Grant Writing Workshop,"May 31, 2019",0,Not Relevant
CAR T-Cells: Whats Next?,Moving Forward: Beyond Immune Checkpoint Inhibitors,"May 31, 2019",0,Not Relevant
"An Update on Recent Approvals for Checkpoint Inhibitors: Dose, Schedule, Duration, and Combinations",FDA Approvals and Their Incorporation into Clinical Practice,"May 31, 2019",0,Not Relevant
Preventing excess narcotic prescriptions in MIS urologic oncology discharges (PENN): A prospective cohort quality improvement initiative.,"Health Services Research, Clinical Informatics, and Quality of Care","May 31, 2019",0,Not Relevant
Safety and activity of venetoclax in combination with high-dose cytarabine in children with relapsed or refractory acute myeloid leukemia.,Pediatric Oncology I,"May 31, 2019",0,Not Relevant
Updated results from a randomized phase II study of cabazitaxel (CAB) versus abiraterone (ABI) or enzalutamide (ENZ) in poor prognosis metastatic CRPC.,Genitourinary (Prostate) Cancer,"May 31, 2019",0,Not Relevant
"Gemcitabine and cisplatin (GP) induction chemotherapy (IC) plus concurrent chemoradiotherapy (CCRT) versus CCRT alone in locoregionally advanced nasopharyngeal carcinoma (NPC): A phase 3, multicenter, randomized controlled trial.",Head and Neck Cancer,"May 31, 2019",0,Not Relevant
"AAML 1421, a phase I/II study of CPX-351 followed by fludarabine, cytarabine, and G-CSF (FLAG) for children with relapsed acute myeloid leukemia (AML): A Report from the Childrens Oncology Group.",Pediatric Oncology I,"May 31, 2019",0,Not Relevant
Effect of intensification of induction II chemotherapy and liberalization of stem cell donor source on outcome for children with high risk acute myeloid leukemia: A report from the Childrens Oncology Group.,Pediatric Oncology I,"May 31, 2019",0,Not Relevant
Significance of examined lymph node number in accurate staging and long-term survival in resected stage I-II pancreatic cancer: More is better? A large international population-based cohort study.,"Health Services Research, Clinical Informatics, and Quality of Care","May 31, 2019",0,Not Relevant
PSMA heterogeneity and DNA repair defects in prostate cancer.,Genitourinary (Prostate) Cancer,"May 31, 2019",0,Not Relevant
TPExtreme randomized trial: TPEx versus Extreme regimen in 1st line recurrent/metastatic head and neck squamous cell carcinoma (R/M HNSCC).,Head and Neck Cancer,"May 31, 2019",0,Not Relevant
Economic analysis of alternative pembrolizumab and nivolumab dosing strategies at an academic cancer center.,"Health Services Research, Clinical Informatics, and Quality of Care","May 31, 2019",0,Not Relevant
Induction chemotherapy followed by concurrent chemoradiotherapy versus concurrent chemoradiotherapy alone in locoregionally advanced nasopharyngeal carcinoma: Long-term results of a phase 3 multicenter randomized controlled trial.,Head and Neck Cancer,"May 31, 2019",0,Not Relevant
A phase II randomized trial for early-stage squamous cell carcinoma of the oropharynx: Radiotherapy versus trans-oral robotic surgery (ORATOR).,Head and Neck Cancer,"May 31, 2019",0,Not Relevant
"First results from TITAN: A phase III double-blind, randomized study of apalutamide (APA) versus placebo (PBO) in patients (pts) with metastatic castration-sensitive prostate cancer (mCSPC) receiving androgen deprivation therapy (ADT).",Genitourinary (Prostate) Cancer,"May 31, 2019",0,Not Relevant
"Neck dissections based on sentinel lymph node navigation versus elective neck dissections in early oral cancers: A randomized, multicenter, non-inferiority trial.",Head and Neck Cancer,"May 31, 2019",0,Not Relevant
Efficacy and toxicity of pegaspargase and calaspargase pegol in childhood acute lymphoblastic leukemia/lymphoma: Results of DFCI 11-001.,Pediatric Oncology I,"May 31, 2019",0,Not Relevant
Impact of asparaginase discontinuation on outcome in childhood ALL: A report from the Childrens Oncology Group (COG).,Pediatric Oncology I,"May 31, 2019",0,Not Relevant
TAXOMET: A French prospective multicenter randomized controlled phase II study comparing docetaxel plus metformin versus docetaxel plus placebo in mCRPC.,Genitourinary (Prostate) Cancer,"May 31, 2019",0,Not Relevant
The financial impact of physician practice patterns: An analysis of as-needed filgrastim versus prophylactic pegfilgrastim in patients with prostate cancer receiving docetaxel.,"Health Services Research, Clinical Informatics, and Quality of Care","May 31, 2019",0,Not Relevant
TOPARP-B: A phase II randomized trial of the poly(ADP)-ribose polymerase (PARP) inhibitor olaparib for metastatic castration resistant prostate cancers (mCRPC) with DNA damage repair (DDR) alterations.,Genitourinary (Prostate) Cancer,"May 31, 2019",0,Not Relevant
A process to reduce hospital admissions in the OCM population through focused intervention of super-utilizers.,"Health Services Research, Clinical Informatics, and Quality of Care","May 31, 2019",0,Not Relevant
Interest of short hormonotherapy (HT) associated with radiotherapy (RT) as salvage treatment for metastatic free survival (MFS) after radical prostatectomy (RP): Update at 9 years of the GETUG-AFU 16 phase III randomized trial (NCT00423475).,Genitourinary (Prostate) Cancer,"May 31, 2019",0,Not Relevant
A randomized trial of a mercaptopurine (6MP) adherence-enhancing intervention in children with acute lymphoblastic leukemia (ALL):  A COG ACCL1033 study.,Pediatric Oncology I,"May 31, 2019",0,Not Relevant
"Safety and preliminary antitumor activity of U3-1402: A HER3-targeted antibody drug conjugate in EGFR TKI-resistant, EGFRm NSCLC.",EGFR and ROS1: Targeting Resistance,"May 31, 2019",0,Not Relevant
Impact of darolutamide (DARO) on pain and quality of life (QoL) in patients (Pts) with nonmetastatic castrate-resistant prostate cancer (nmCRPC).,Genitourinary (Prostate) Cancer,"May 31, 2019",0,Not Relevant
Ado-trastuzumab emtansine in patients with <em>HER2</em> amplified salivary gland cancers (SGCs): Results from a phase II basket trial.,Head and Neck Cancer,"May 31, 2019",0,Not Relevant
Comparison of normal saline versus heparin flush solutions for maintaining patency of central venous catheter in cancer patients.,"Health Services Research, Clinical Informatics, and Quality of Care","May 31, 2019",0,Not Relevant
Temozolomide versus irinotecan-temozolomide for children with relapsed and refractory high risk neuroblastoma (RR-HRNB): Results of the BEACON-Neuroblastoma randomized phase 2 trialA European Innovative Therapies for Children with Cancer (ITCC) - International Society of Pediatric Oncology Europe Neuroblastoma Group (SIOPEN) trial.,Pediatric Oncology I,"May 31, 2019",0,Not Relevant
Protocol-specified final analysis of the phase 3 KEYNOTE-048 trial of pembrolizumab (pembro) as first-line therapy for recurrent/metastatic head and neck squamous cell carcinoma (R/M HNSCC).,Head and Neck Cancer,"May 31, 2019",0,Not Relevant
"Effect of montelukast and rupatadine on rituximab infusion time, rate, severity of reactions, and cost of administration.","Health Services Research, Clinical Informatics, and Quality of Care","May 31, 2019",0,Not Relevant
"Randomized phase 2 trial of the combination of vincristine and irinotecan with or without temozolomide, in children and adults with refractory or relapsed rhabdomyosarcoma (RMS).",Pediatric Oncology I,"May 31, 2019",0,Not Relevant
Safety and preliminary clinical activity of repotrectinib in patients with advanced <em>ROS1</em> fusion-positive non-small cell lung cancer (TRIDENT-1 study).,EGFR and ROS1: Targeting Resistance,"May 31, 2019",0,Not Relevant
Expedited Program Use and Patient Experiences in Clinical Trials,Point/Counterpoint: Does the Bar for Oncology Drug Approval Affect Quality of Care/Life?,"May 31, 2019",0,Not Relevant
"Alliance A031201: A phase III trial of enzalutamide (ENZ) versus enzalutamide, abiraterone, and prednisone (ENZ/AAP) for metastatic castration resistant prostate cancer (mCRPC).",Genitourinary (Prostate) Cancer,"May 31, 2019",0,Not Relevant
Impact of a same-day breast biopsy program on disparities in time to biopsy.,"Health Services Research, Clinical Informatics, and Quality of Care","May 31, 2019",0,Not Relevant
